"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1480",113420,"toys","off_brand",4.4,7,22,70.8,878
"1481",181820,"health","premium",3.5,11,16,7.7,3668
"1482",107893,"toys","off_brand",3.2,3,29,59.6,2268
"1483",185243,"toys",NA,3.6,13,1,62.2,2892
"1484",156891,"health",NA,3.7,1,16,41.3,2832
"1485",156406,"food","premium",4.5,10,17,84.4,811
"1486",216176,"health","premium",4,17,25,27.3,3516
"1487",130316,"other","premium",4.1,4,11,46.6,1173
"1488",128281,"toys","premium",4.9,2,25,72.4,771
"1489",268451,"health","off_brand",4.1,22,15,31.3,4011
"1490",93478,"health","premium",3.8,5,8,52.1,947
"1491",198471,"health","off_brand",3.9,7,26,44.4,3570
"1492",126127,"toys","off_brand",4.4,8,10,45.8,1161
"1493",214333,"health","premium",4.8,5,9,43.9,2648
"1494",104535,"other","off_brand",4.7,6,23,64.1,986
"1495",120384,"health",NA,4.2,5,23,61.9,1369
"1496",83990,"health","premium",3.6,5,16,5,1204
"1497",138978,"health","premium",2.8,13,17,36.1,2691
"1498",171393,"health","off_brand",2.1,15,NA,59,3486
"1499",64456,"health","off_brand",3.5,8,26,77.4,1093
"1500",129386,"health","off_brand",4.5,18,3,54.8,1229
"1501",79442,"health","off_brand",3.4,10,23,45.6,1472
"1502",177803,"toys","off_brand",4.4,9,24,32.4,2527
"1503",80982,"toys","off_brand",4.6,5,19,78.6,847
"1504",158787,"health","off_brand",4.2,13,15,73.8,1210
"1505",144540,"health","premium",4.9,10,19,56.7,1243
"1506",181384,"toys","premium",4,1,6,58.7,3530
"1507",197750,"toys","off_brand",4.7,3,22,53.1,2475
"1508",184365,"health","premium",4.4,10,17,53,1615
"1509",144421,"health","premium",4.6,2,25,48.3,2311
"1510",81811,"toys","premium",4.2,10,20,73.9,882
"1511",82090,"toys","premium",3.5,7,19,38.5,1714
"1512",153056,"toys","off_brand",4.3,9,28,73,2006
"1513",104608,"toys",NA,4.2,14,17,80.3,1196
"1514",74828,"toys",NA,3.4,8,6,41.8,1012
"1515",122650,"toys","off_brand",3.9,8,31,39.1,2279
"1516",180388,"toys","off_brand",4.1,8,23,78.1,2688
"1517",216482,"food","off_brand",4.6,16,9,24.3,1476
"1518",209490,"health","premium",4.3,6,18,48.7,3793
"1519",189055,"health","premium",4.3,5,21,45.7,2376
"1520",77556,"toys","premium",4.4,6,24,13.6,648
"1521",136881,"toys","off_brand",4.3,9,23,60.1,932
"1522",122721,"toys","premium",4.3,5,12,37.7,1935
"1523",111402,"other","premium",4.8,8,20,30.2,985
"1524",127692,"health","off_brand",4.3,11,30,49.8,1240
"1525",155552,"health","premium",4.8,8,17,57.8,1185
"1526",133309,"toys","premium",3.1,2,25,44.6,3408
"1527",183330,"food","off_brand",4.6,22,17,48.6,720
"1528",111375,"health","premium",4.3,6,24,50.5,1887
"1529",169737,"food","premium",4.7,10,14,25.9,983
"1530",118000,"other","premium",4.2,12,24,15.1,758
"1531",132897,"toys","off_brand",3.9,4,12,23.6,2298
"1532",47814,"toys","off_brand",3,3,19,69.9,1004
"1533",82830,"health","off_brand",4,8,18,72.7,1078
"1534",184575,"food","premium",4.1,5,32,15.1,3177
"1535",88931,"other","premium",4,14,39,27.1,820
"1536",132667,"health","off_brand",4.3,6,25,61.7,1608
"1537",166321,"other","premium",3.4,21,25,54.6,2784
"1538",162592,"health","off_brand",4.4,9,14,57.1,1643
"1539",212970,"health","off_brand",4.6,8,20,42,2783
"1540",180589,"toys",NA,3.5,11,28,49.1,3189
"1541",88522,"food","off_brand",3.8,7,18,59.4,763
"1542",150614,"health","off_brand",4.5,8,30,42.3,1181
"1543",123044,"other","off_brand",3.4,4,18,42.2,1829
"1544",121921,"health","off_brand",4.4,6,NA,24.2,2357
"1545",173377,"health","off_brand",4.4,15,20,42.4,2693
"1546",191732,"food","off_brand",4.5,8,33,50.1,2431
"1547",118832,"toys","off_brand",4.4,14,16,50.4,921
"1548",121780,"toys","off_brand",4.8,1,NA,87.5,1080
"1549",266675,"other","off_brand",4.7,16,12,39.6,3316
"1550",138112,"toys","premium",4.7,10,NA,48.8,2146
"1551",105262,"health","premium",4.5,1,17,5,875
"1552",192091,"health","premium",4.4,8,17,62.1,2975
"1553",197014,"health","off_brand",4.9,9,27,59.9,1986
"1554",96110,"health","premium",3.5,3,19,44,2424
"1555",73694,"toys","off_brand",3.4,3,19,90.2,1955
"1556",116418,"health","off_brand",4.8,2,22,46.1,820
"1557",215618,"food",NA,4.1,6,NA,39.8,3416
"1558",124276,"other","off_brand",4.3,9,18,70.9,1845
"1559",215598,"other","off_brand",4.7,8,33,90.1,2967
"1560",122003,"food","off_brand",3.7,7,7,90.9,1324
"1561",202097,"toys","off_brand",4,17,17,63.9,3023
"1562",113527,"health","premium",4.7,6,15,93.3,1193
"1563",142349,"other","off_brand",4.6,18,19,41.3,748
"1564",74697,"toys","off_brand",3.4,10,NA,52.6,1458
"1565",161789,"food","off_brand",3.7,5,23,47.8,2890
"1566",126722,"health","premium",4,3,8,12.5,1671
"1567",150350,"health","off_brand",4.4,3,5,60.1,1435
"1568",248333,"health","premium",4.8,6,15,75.1,3451
"1569",204001,"health","off_brand",4.5,10,17,50.1,2944
"1570",240844,"toys","off_brand",4.6,14,11,80.1,3115
"1571",189776,"health","off_brand",3.2,11,21,49.2,2488
"1572",204389,"other","off_brand",4.1,12,13,89.3,2518
"1573",171264,"other","off_brand",4.6,3,18,47.1,1231
"1574",189264,"other","off_brand",3.5,5,30,NA,4083
"1575",111330,"health",NA,3.9,6,29,63.6,2259
"1576",173696,"health","off_brand",3.9,12,19,55.4,2551
"1577",143657,"toys","premium",4.6,8,12,78,1586
"1578",176635,"health","premium",4.8,4,24,53,2218
"1579",159895,"health","off_brand",4.5,3,NA,33.7,2488
"1580",123628,"health","off_brand",4.9,8,19,70.1,709
"1581",141102,"health","off_brand",4.4,4,29,12,1832
"1582",193519,"health","off_brand",3.8,8,15,40,3065
"1583",168171,"health","off_brand",4.6,6,22,NA,2586
"1584",134659,"toys","off_brand",4.4,1,30,56.1,1010
"1585",89389,"toys",NA,4.3,9,27,27.6,692
"1586",95104,"toys","off_brand",4.2,10,15,61.5,971
"1587",153004,"food","off_brand",4.5,4,30,63.5,865
"1588",184598,"toys","off_brand",4.6,9,22,NA,2476
"1589",128167,"other","off_brand",4.6,7,11,19.9,1101
"1590",126666,"toys","premium",4.4,2,24,64.8,2091
"1591",32442,"toys","off_brand",3.5,6,33,43.1,1081
"1592",170775,"food","off_brand",4.2,4,21,74.2,1940
"1593",172421,"toys","premium",4.3,4,NA,32.4,2277
"1594",198812,"health","premium",4.8,2,14,29.8,1284
"1595",168965,"food","premium",3,11,25,66.7,3128
"1596",77454,"toys","premium",4,9,31,65.1,1222
"1597",251717,"health","off_brand",4.8,13,11,75.3,2312
"1598",181671,"food","off_brand",4.6,29,17,88.7,744
"1599",135978,"health","off_brand",3.1,8,NA,71.8,2388
"1600",69964,"health","off_brand",2.7,2,22,41.7,885
"1601",126649,"food","premium",4.5,6,17,34.5,1317
"1602",46975,"health","premium",3.8,1,40,28.4,1067
"1603",137883,"toys","off_brand",4.2,4,34,72.1,2284
"1604",199147,"toys","off_brand",4.9,6,16,65.9,1351
"1605",137924,"toys","off_brand",4.3,15,18,92.5,952
"1606",134166,"toys","off_brand",4.3,13,11,45.2,842
"1607",200825,"toys","off_brand",4.3,7,37,40.1,3244
"1608",44877,"food","off_brand",3.3,181,29,70.1,817
"1609",107914,"health","off_brand",3.5,6,18,36.2,1395
"1610",161186,"toys","off_brand",4.6,8,NA,NA,2634
"1611",60956,"toys","premium",4.2,6,13,9.9,840
"1612",131323,"health","off_brand",4.2,9,22,52.1,1974
"1613",228655,"toys","off_brand",4.9,10,26,64.7,1863
"1614",69358,"toys","off_brand",3.4,3,18,56.1,1144
"1615",79576,"food","premium",2.9,9,19,42.2,1266
"1616",76253,"other","off_brand",3.3,16,25,29.6,766
"1617",120503,"toys","premium",4.8,6,10,18.8,1157
"1618",167587,"food","premium",4.1,5,18,8.9,1303
"1619",112168,"health","premium",4.3,9,9,43,957
"1620",154306,"health","premium",3.3,8,15,28,3566
"1621",151415,"health","off_brand",3.8,10,25,41.2,2234
"1622",98745,"toys","off_brand",4,15,21,79.3,798
"1623",148887,"other","premium",4.7,5,17,45.2,964
"1624",100820,"health","off_brand",4.1,9,17,26.7,980
"1625",140906,"toys","premium",3.5,212,21,92.1,2734
"1626",212871,"food","off_brand",4.9,1,10,75,2121
"1627",227302,"health","premium",4.7,24,30,42.3,1535
"1628",176475,"health","off_brand",4.2,11,12,50.6,2749
"1629",156365,"toys","off_brand",4.1,5,23,63.2,2882
"1630",52532,"health","premium",4,5,19,38.3,733
"1631",122158,"toys","off_brand",4.5,1,27,61,945
"1632",194477,"health","premium",4.4,6,11,62.2,2627
"1633",125997,"health","off_brand",4.3,2,20,55.3,2067
"1634",66780,"toys","premium",3.8,3,17,40.5,958
"1635",217378,"food","off_brand",4.8,3,26,74.5,2139
"1636",103627,"health","off_brand",4.4,7,22,33.6,760
"1637",121413,"other","off_brand",4.3,3,16,61.8,995
"1638",57480,"toys","off_brand",3.7,5,12,64.4,903
"1639",169928,"toys","premium",4.6,13,21,37.8,1077
"1640",128552,"toys","off_brand",3.8,1,19,51.6,2063
"1641",156643,"health","off_brand",4.4,7,24,23.1,2225
"1642",163129,"food","premium",4.3,7,NA,30.6,2418
"1643",148185,"food","off_brand",2.5,1,NA,45.9,3426
"1644",137551,"toys","off_brand",4.5,4,22,82.3,1150
"1645",95134,"toys",NA,3.6,12,26,31.6,1978
"1646",223343,"toys","off_brand",4.5,0,33,76.4,3485
"1647",145922,"toys","premium",4.6,12,12,38.9,1152
"1648",91653,"toys","premium",4.4,10,25,32.1,669
"1649",167606,"toys","off_brand",3.3,4,25,61.1,4026
"1650",197969,"food","premium",4.2,2,31,49.6,3308
"1651",187979,"health","off_brand",4.5,5,21,58.9,2724
"1652",195235,"food","off_brand",3,5,13,52.1,2304
"1653",242740,"toys","off_brand",4.4,13,17,73.7,3611
"1654",157458,"toys","off_brand",3.9,13,19,68.2,2145
"1655",98150,"health","off_brand",4.5,5,NA,64.5,1097
"1656",114389,"health",NA,4.7,2,17,38.9,474
"1657",128277,"other","off_brand",4.4,2,NA,46.4,1006
"1658",166222,"other","premium",4.6,18,31,30.8,863
"1659",230373,"health","off_brand",4.8,10,20,36.7,2511
"1660",187586,"toys","premium",4.2,4,20,56.9,3111
"1661",74674,"food","premium",3.1,2,11,36.8,1944
"1662",89599,"health","off_brand",4.5,4,22,61.1,467
"1663",158407,"health","premium",3.9,14,22,26.6,2968
"1664",133634,"food","premium",4.2,7,12,34.9,752
"1665",93212,"other","premium",4.3,6,NA,42.4,703
"1666",75817,"toys","off_brand",3.4,5,18,75,1329
"1667",216557,"health","off_brand",4.7,11,27,52.9,2881
"1668",47735,"toys","premium",3.4,8,24,48.8,902
"1669",201592,"food","off_brand",4.6,1,13,45.7,1473
"1670",108126,"health","premium",4.2,9,18,22.6,900
"1671",153655,"toys","off_brand",4.1,11,26,75.7,2760
"1672",84358,"toys","off_brand",4,4,NA,70.4,1623
"1673",123600,"other","off_brand",4.7,8,26,65.5,940
"1674",120713,"health","premium",4.7,4,14,40.7,1045
"1675",152178,"toys","premium",4.2,2,21,48.6,2734
"1676",81989,"health","premium",3.8,9,6,22.5,925
"1677",148530,"health","off_brand",4.2,12,17,NA,2185
"1678",146774,"toys","off_brand",2.6,2,16,68.9,2808
"1679",245997,"toys","off_brand",4.8,3,33,NA,3099
"1680",62391,"health","off_brand",2.7,13,25,14,812
"1681",149922,"health","off_brand",4.4,8,24,34.5,1677
"1682",128716,"toys","off_brand",4.4,4,14,67.5,1095
"1683",96519,"other","off_brand",4.1,10,12,14.1,730
"1684",186690,"health","premium",4.2,8,25,49.2,2837
"1685",120529,"food","off_brand",4.6,3,42,57.3,872
"1686",135671,"health","off_brand",4.7,3,15,33,1072
"1687",209618,"food","off_brand",4.9,13,5,55.2,935
"1688",133111,"toys","off_brand",4.4,7,24,73.2,1046
"1689",108011,"other","off_brand",2.4,13,8,29,899
"1690",121474,"health","off_brand",3.6,12,22,51.8,1643
"1691",149052,"food","premium",4.3,4,26,53,1913
"1692",139611,"health","off_brand",4.5,4,36,38.8,1039
"1693",185385,"other","off_brand",3.5,7,17,24.7,2686
"1694",173760,"health","premium",4.2,3,12,22.7,2797
"1695",220026,"health","off_brand",4.6,9,23,25.6,2513
"1696",108508,"toys",NA,4.7,8,24,76.1,619
"1697",96556,"food","off_brand",3.8,7,NA,23.2,636
"1698",123992,"toys","premium",3.2,4,20,64.4,3081
"1699",160802,"toys",NA,4.8,5,21,NA,2248
"1700",176794,"toys","premium",3.7,13,22,53.8,2950
"1701",214659,"toys","off_brand",4.8,3,11,123.8,2858
"1702",63122,"toys","premium",3.6,10,30,28.7,1025
"1703",176795,"toys","off_brand",4.4,5,7,55.1,2557
"1704",91615,"health","premium",4.4,6,30,13.5,1203
"1705",80601,"health","off_brand",3,5,23,40.9,969
"1706",132213,"toys","premium",3,187,30,30.2,2943
"1707",160019,"other","off_brand",4.4,9,24,70.3,1742
"1708",150821,"other","premium",4.7,10,18,49.4,1339
"1709",170700,"food","off_brand",3.9,18,24,70.9,1263
"1710",119893,"health","premium",4.3,4,24,36.1,1709
"1711",87428,"food","premium",3.3,16,23,20.5,1072
"1712",204539,"health","off_brand",3.9,4,18,42.6,3861
"1713",219841,"health","off_brand",4.9,3,11,42,2632
"1714",146828,"food","off_brand",3.8,15,24,26.2,1460
"1715",210762,"other","premium",4.5,8,16,8.5,2658
"1716",105632,"health","off_brand",2.6,8,NA,5,1579
"1717",145419,"other",NA,3.3,21,28,27.6,3480
"1718",189820,"health","off_brand",4.5,9,15,29.6,996
"1719",98938,"health",NA,3.1,5,12,41.1,1692
"1720",105489,"health","off_brand",4.2,10,29,18.1,1118
"1721",67648,"health","off_brand",3.5,12,33,42.3,852
"1722",115598,"toys","off_brand",4.1,9,18,54.2,886
"1723",179479,"other","off_brand",4.7,8,21,48.9,3021
"1724",95812,"toys","off_brand",4.1,1,13,113.3,1001
"1725",130268,"health","off_brand",4,22,26,77.1,733
"1726",157924,"toys","off_brand",4.7,7,25,101.9,1239
"1727",121417,"toys","off_brand",3.9,3,12,72.5,2655
"1728",198560,"toys","premium",4.4,5,23,56.9,3295
"1729",148306,"health","off_brand",4.5,1,25,26.4,2484
"1730",129951,"toys","off_brand",4.7,4,17,32.5,1143
"1731",149131,"food","premium",3.8,21,22,34.6,2306
"1732",84534,"toys","off_brand",3.7,5,23,52.5,1182
"1733",201462,"food","off_brand",4.5,0,24,61,2241
"1734",103302,"other","premium",2.4,5,34,50.7,2032
"1735",59874,"health","off_brand",3.2,4,18,44.1,972
"1736",44614,"other","off_brand",3.2,12,32,46.4,691
"1737",265448,"food","premium",3.5,4,30,11.6,4891
"1738",172736,"health","premium",4.9,5,29,51.1,1542
"1739",193552,"toys","off_brand",4.6,16,15,90.4,920
"1740",167576,"toys","off_brand",4.8,8,27,56,1741
"1741",125516,"other","premium",4.5,3,10,8.8,1428
"1742",155391,"toys","off_brand",4.6,4,15,93.8,2596
"1743",90595,"toys","off_brand",3.1,11,9,107.5,764
"1744",102421,"health","premium",2.9,18,32,23.9,1303
"1745",121273,"toys","premium",4.5,1,11,47.4,1509
"1746",197946,"food","off_brand",4.4,6,30,102.9,2873
"1747",106472,"toys","off_brand",4.4,9,10,76.4,1379
"1748",181573,"toys","premium",4,2,22,32.1,3653
"1749",152865,"other","off_brand",3.8,13,19,47.9,2341
"1750",107910,"toys","off_brand",4.3,7,16,53.3,394
"1751",193158,"toys","premium",3.7,5,15,29.1,4804
"1752",168974,"toys","off_brand",4.9,12,18,95.7,844
"1753",152132,"other","premium",4,1,11,52,2351
"1754",175072,"other","premium",3,9,20,67.9,3778
"1755",202107,"health","off_brand",4.3,11,18,33.8,2480
"1756",139044,"toys","premium",3.6,5,25,87.2,2934
"1757",162368,"health","premium",4.5,1,19,34.4,2699
"1758",59953,"health","premium",4,7,21,5,653
"1759",192451,"health","premium",3.8,12,16,22.9,3738
"1760",89422,"other","off_brand",2.8,10,NA,39.8,854
"1761",184838,"toys","off_brand",4.6,6,28,56.2,2801
"1762",186427,"other","off_brand",4.4,2,20,39.5,2638
"1763",237475,"toys","premium",4.1,6,8,34.9,4224
"1764",171185,"food","off_brand",4,5,6,53,2538
"1765",178613,"health","off_brand",4.2,6,NA,28.3,2967
"1766",209632,"health","premium",4.9,14,19,31.4,1939
"1767",91580,"health","off_brand",3.6,5,29,55.9,821
"1768",206893,"health",NA,4.6,8,20,54.9,2508
"1769",161399,"health","premium",4.9,2,23,70.2,2178
"1770",130600,"health","premium",4.7,4,18,65.6,1230
"1771",168163,"other","off_brand",4.5,16,29,51.8,1427
"1772",221097,"toys","off_brand",4.8,8,19,63.8,3012
"1773",153538,"toys","off_brand",4.5,14,31,35.5,891
"1774",56639,"toys","premium",3,8,11,NA,670
"1775",155191,"toys","off_brand",4.8,2,29,80.5,1175
"1776",134622,"toys","off_brand",4.1,13,26,69.2,2495
"1777",136326,"health","off_brand",4.3,11,14,68.9,1882
"1778",112088,"food","off_brand",3.8,14,34,55.2,997
"1779",123991,"toys","premium",4.3,16,22,31.4,1447
"1780",181945,"health","off_brand",4.2,14,26,57.5,2326
"1781",250532,"toys","premium",4.9,17,17,70.2,2668
"1782",164362,"other",NA,4.5,5,26,39.8,2806
"1783",155784,"health","off_brand",4.6,9,19,78.4,1016
"1784",52654,"toys","premium",2.4,6,23,49.9,1094
"1785",274940,"toys","off_brand",4.8,18,25,52.8,3596
"1786",68692,"health","premium",3.6,10,26,16.9,1017
"1787",193459,"health","off_brand",4.2,7,18,89.9,2567
"1788",260445,"food",NA,4.9,9,27,36,2672
"1789",155819,"other","premium",4.3,4,NA,51.3,2058
"1790",190620,"toys","premium",4.5,10,20,27.6,2178
"1791",86519,"health","off_brand",4.2,3,17,57.5,970
"1792",143792,"food","off_brand",4.6,3,23,71.3,856
"1793",65001,"health","premium",3.9,16,23,34.2,1113
"1794",166813,"health","off_brand",4.1,8,27,31.6,1870
"1795",246927,"food","off_brand",4.9,7,22,42.1,2836
"1796",129283,"health","off_brand",4.7,16,4,59.1,679
"1797",252451,"toys","premium",4.7,8,14,56.6,4169
"1798",171221,"toys","off_brand",4.7,9,20,67.7,1849
"1799",151894,"food","premium",4.6,13,11,18.5,738
"1800",121283,"other","premium",4.5,4,21,24.3,952
"1801",84240,"toys","premium",3.7,7,25,49.6,2439
"1802",139956,"toys","off_brand",4.7,4,18,50,934
"1803",114597,"other","premium",3.2,7,NA,9.6,2042
"1804",149000,"health","premium",3.5,14,15,53.6,2856
"1805",113584,"toys","off_brand",4.1,8,27,87.7,1672
"1806",146765,"food","premium",4.7,204,9,90.3,902
"1807",183989,"food","off_brand",2.6,2,NA,28.2,3177
"1808",145931,"other","off_brand",4.7,9,36,25.1,965
"1809",197240,"health","off_brand",4.1,14,18,51.5,3266
"1810",149780,"health","premium",4.3,9,17,77.6,1191
"1811",193010,"toys","off_brand",4.5,6,27,61.4,1761
"1812",120234,"health","off_brand",4.5,5,19,79.2,853
"1813",131963,"toys","off_brand",4.6,13,29,43.4,887
"1814",120386,"toys","premium",4.5,21,36,78.3,889
"1815",98800,"health","off_brand",4.4,3,15,74.4,857
"1816",158429,"toys","premium",4.7,3,16,58.2,2498
"1817",168412,"food","off_brand",4.3,18,12,88.2,1214
"1818",76172,"health","off_brand",4.2,5,29,24.7,920
"1819",187504,"health","premium",4.2,11,23,19.1,2701
"1820",192532,"health","off_brand",4.7,3,20,66.3,2195
"1821",94858,"other","off_brand",4.1,5,19,59.7,800
"1822",123302,"health","off_brand",3.8,12,24,63.2,2186
"1823",182769,"other","off_brand",4.9,10,23,31.2,1388
"1824",146562,"health","premium",4.2,9,14,11.7,1568
"1825",154051,"health","off_brand",4.4,13,18,19.9,1021
"1826",89188,"health","off_brand",4.2,5,32,46.2,794
"1827",195873,"food","off_brand",4.9,4,13,24.7,2163
"1828",153835,"toys","off_brand",4.7,19,32,85.4,849
"1829",155167,"toys","off_brand",4.4,8,10,81,1480
"1830",199358,"health","off_brand",4,5,13,60.1,2978
"1831",106148,"toys","premium",3.9,2,10,52,2292
"1832",97680,"other","off_brand",4.6,4,29,5.7,1007
"1833",108803,"toys","premium",4.4,18,25,24,1080
"1834",82148,"toys","premium",3.4,7,NA,53,2526
"1835",223346,"health","premium",4.6,8,33,37.6,3334
"1836",112386,"health","premium",4.7,7,17,37.6,1262
"1837",164467,"toys","off_brand",3.9,14,28,80.1,3023
"1838",216237,"health","off_brand",4.3,19,24,59.9,3319
"1839",97775,"toys","off_brand",4,9,NA,78.8,818
"1840",207330,"toys","premium",3.8,17,21,69.6,2932
"1841",79488,"health","off_brand",3.4,4,12,29.1,643
"1842",108787,"food","premium",4.1,4,20,46.6,812
"1843",106018,"toys","off_brand",4,1,33,64.4,2025
"1844",139774,"food","off_brand",3.9,4,14,75.5,1740
"1845",26725,"toys","premium",4.2,1,16,42.6,794
"1846",184417,"health","off_brand",4.9,2,15,NA,2176
"1847",141694,"toys","premium",4.2,6,21,38.4,3166
"1848",115678,"toys","off_brand",4.5,15,27,53.7,1130
"1849",216509,"health","premium",4.5,5,17,70.4,2832
"1850",71583,"health","premium",3,19,13,40.7,982
"1851",220287,"toys","premium",4.7,9,26,60.2,3429
"1852",210269,"health","premium",3.9,17,9,18.3,3813
"1853",100802,"toys","off_brand",4.2,4,12,81.5,1285
"1854",78963,"food","premium",3.4,3,12,30.8,1100
"1855",212557,"health","off_brand",4.5,4,20,39.8,2928
"1856",101452,"health","off_brand",2.9,10,25,55.9,1050
"1857",156418,"toys","off_brand",4.5,11,27,49,644
"1858",62840,"toys","premium",3.4,4,20,29.3,1106
"1859",181999,"health","premium",4.6,207,23,49.3,2655
"1860",79008,"health","premium",3.7,6,26,45.3,903
"1861",120904,"toys","off_brand",4.4,8,16,61.1,1040
"1862",102888,"food","premium",2.9,9,24,54.8,1157
"1863",170442,"health","off_brand",4.3,13,22,39.4,2139
"1864",197774,"health","off_brand",4,3,11,78.4,3358
"1865",161432,"toys","off_brand",4.8,3,22,47.4,1222
"1866",230507,"health","off_brand",4.2,14,NA,49.2,3189
"1867",209188,"other","off_brand",4.3,4,30,37.8,2755
"1868",106286,"health","off_brand",3.3,1,11,30.8,1364
"1869",87872,"health","off_brand",4.2,3,24,57.2,933
"1870",162630,"toys","premium",3.9,8,23,53.8,2419
"1871",91533,"toys","premium",4.1,19,10,64.5,775
"1872",121837,"health","off_brand",4.1,5,15,81,866
"1873",211748,"food","premium",4.9,10,22,61.2,1260
"1874",67248,"toys","premium",3.3,4,20,45.6,1666
"1875",167897,"health","off_brand",3.6,10,29,40,2961
"1876",107258,"health",NA,4.4,7,14,37.3,1033
"1877",158103,"health","premium",3.3,7,NA,15.5,3043
"1878",133210,"toys","off_brand",4,6,21,63.7,2840
"1879",189172,"health","off_brand",4.2,17,24,27.8,2624
"1880",107963,"other","off_brand",4,2,22,43.9,800
"1881",32106,"toys","off_brand",2.8,3,24,41.6,948
"1882",147957,"toys","off_brand",4.6,2,15,24.2,1564
"1883",182120,"toys","off_brand",4.7,14,6,71.2,1014
"1884",154783,"health","off_brand",3.7,9,22,51,2439
"1885",56267,"toys","off_brand",3.9,5,12,69.7,1299
"1886",151944,"health","premium",4.8,4,20,30.8,962
"1887",129555,"toys","premium",4.4,8,15,54.1,1356
"1888",142294,"health","off_brand",2.6,5,14,51.7,3122
"1889",104034,"food","off_brand",3.7,9,24,41.5,1015
"1890",114614,"food","premium",4.5,4,18,85.4,947
"1891",138778,"toys",NA,4,11,26,5,2013
"1892",117851,"other","off_brand",4.1,2,14,58,1079
"1893",163909,"other","premium",4.8,5,23,59.2,1912
"1894",116262,"toys","premium",4.2,12,10,89.5,1061
"1895",74836,"health","off_brand",4.2,2,16,26.1,1155
"1896",226754,"toys","premium",4.4,16,22,58.1,3336
"1897",175043,"health","off_brand",4,1,29,26,2569
"1898",56640,"toys","off_brand",3.2,1,9,78.1,1626
"1899",163062,"toys","off_brand",4.6,2,24,69.6,1345
"1900",133881,"health","premium",4.5,11,21,29.9,930
"1901",108829,"food","off_brand",3.6,5,30,70.8,998
"1902",71784,"toys","off_brand",3.7,2,21,73.3,1224
"1903",179947,"toys","premium",4.7,1,16,34.9,2436
"1904",152811,"toys","premium",4.4,9,23,11.2,1937
"1905",121089,"health","premium",4.6,17,13,68.9,985
"1906",83050,"food","premium",3.3,10,25,63.1,960
"1907",170482,"food","off_brand",4.7,8,34,56.4,1157
"1908",256466,"health","off_brand",4.9,13,23,51.4,2523
"1909",98991,"other","off_brand",3.2,6,17,41,1282
"1910",201510,"other","off_brand",4.3,5,15,NA,2696
"1911",179835,"food",NA,3.1,6,26,79.9,3138
"1912",178060,"food","off_brand",4.6,5,21,65.5,786
"1913",228983,"toys",NA,4.7,8,11,55.2,3316
"1914",103839,"toys","premium",4,16,25,39,845
"1915",50361,"health","premium",3.3,9,16,30.8,906
"1916",92560,"toys","off_brand",4,6,28,51.9,1072
"1917",144001,"health","off_brand",4.5,9,18,17.9,1288
"1918",96032,"other","premium",4.9,187,27,35.1,980
"1919",79942,"toys","off_brand",4.1,8,28,74.9,827
"1920",130137,"health",NA,3.8,2,12,12.4,1684
"1921",139502,"health","premium",4.5,8,32,72.2,2091
"1922",185180,"food","off_brand",4.6,16,18,NA,1319
"1923",83520,"toys","premium",4.1,8,18,37.1,1056
"1924",117831,"other","premium",4.2,3,13,47.1,1173
"1925",94091,"toys","off_brand",4,8,32,62.8,923
"1926",206520,"toys","premium",4.8,2,22,52.2,2862
"1927",248204,"health","off_brand",4.7,9,23,55.5,3281
"1928",108640,"toys","premium",4.4,5,23,61.9,805
"1929",178843,"other","premium",4.7,25,12,47.7,751
"1930",97582,"toys","premium",4.4,13,35,45,1068
"1931",187236,"health","off_brand",4.2,4,12,27.8,2310
"1932",199152,"toys","premium",4.5,6,20,38.8,2565
"1933",101905,"health","premium",4.6,7,18,35.8,1122
"1934",37902,"toys","premium",4.1,6,16,34.2,796
"1935",188198,"toys","premium",4.5,2,NA,60,3106
"1936",174152,"other","premium",4.2,15,34,5,2299
"1937",95492,"other","premium",3.7,4,22,56.3,959
"1938",179104,"toys","off_brand",4.5,5,16,67.8,2385
"1939",167744,"food","off_brand",4.2,3,25,74.5,1999
"1940",112145,"toys","off_brand",4.2,5,22,75.3,1022
"1941",147611,"health","off_brand",4.2,3,17,63.4,935
"1942",124016,"food","premium",4.4,3,24,40,1159
"1943",251999,"toys","off_brand",4.7,4,16,66.5,3404
"1944",98069,"toys","off_brand",2,8,25,90.7,1085
"1945",158814,"health","off_brand",3.4,3,16,31.7,2901
"1946",287366,"toys","off_brand",4.7,14,24,100.2,4014
"1947",187855,"health","off_brand",4.7,24,21,47.6,1135
"1948",86913,"other","off_brand",4.1,12,10,36.8,1078
"1949",153233,"food","off_brand",4.2,4,24,27.6,1156
"1950",176705,"other","off_brand",3.7,7,28,33.8,3486
"1951",181510,"other","premium",4.8,7,18,26.7,2591
"1952",149536,"health","premium",3.7,2,18,86,2872
"1953",41646,"health","premium",4,12,17,5,683
"1954",91427,"health","off_brand",3.5,16,25,51.7,970
"1955",69443,"toys","premium",3.7,2,23,29.2,1503
"1956",131418,"food","off_brand",3.9,5,28,46.3,1906
"1957",238410,"other","off_brand",4.3,5,26,33.1,3562
"1958",147756,"toys","off_brand",4.7,2,12,99.8,875
"1959",132632,"food","premium",3.7,2,16,68.8,1180
"1960",98140,"other","premium",4.4,7,14,40.7,784
"1961",212344,"health","premium",4.7,5,25,67.8,2749
